dataset_size,overlap,alice_hash,alice_blind,alice_double_blind,alice_send,alice_recv,alice_intersection,alice_total,bob_hash,bob_blind,bob_double_blind,bob_send,bob_recv,bob_intersection,bob_total
400,0,5.695650,13.587991,13.678261,0.596413,43.874422,0.283333,79.944705,8.578484,28.028410,24.467508,1.987404,0.015090,15.402327,78.557318
400,0,5.726817,14.228598,13.110159,1.421427,61.855285,0.282278,98.732003,10.058017,31.536441,36.037955,1.026360,0.020541,15.359955,94.161473
400,0,6.099581,13.627329,13.278576,0.491577,40.635626,0.462779,77.566364,12.737489,28.975519,15.572933,1.573362,0.018306,15.078957,75.294331
400,0,6.099402,14.584728,13.972941,0.624816,44.263858,0.275452,82.338060,11.863327,31.998565,16.431670,4.450894,0.018566,13.945530,79.941291
400,0,5.070157,14.665934,13.378047,0.700707,41.265980,0.405182,77.796964,10.785087,32.703326,14.224293,2.715763,0.018893,14.069812,75.507429
400,0,5.309748,14.058454,13.404527,0.542884,43.538444,0.659069,81.137883,9.703801,34.047951,16.213995,2.385978,0.017418,14.975828,78.954608
400,0,5.735132,14.499844,13.689330,0.554353,53.598808,0.289127,89.788781,16.439745,35.195723,18.399849,2.833896,0.024591,14.131437,87.215136
400,0,5.779480,14.211396,13.904629,0.784031,36.301371,0.282856,73.037083,9.103530,29.477100,15.595657,1.626360,0.017756,15.060429,71.045199
400,0,5.445581,14.945186,13.728299,1.142374,31.165709,0.294825,68.139400,8.390637,26.411580,13.933530,2.293515,0.019807,15.210748,66.369883
400,0,4.840272,12.299074,12.244979,1.557698,30.628440,0.283228,64.070158,7.106121,20.623906,19.324226,1.546349,0.013423,13.536833,62.431022
400,0,4.831520,12.228786,13.267855,1.702281,42.222704,0.277718,76.568741,7.441990,16.370446,15.179072,2.348798,0.017702,15.175565,57.228226
400,0,5.094917,12.320047,12.188311,2.667261,25.217059,0.287294,60.039359,6.983304,20.553731,15.471893,1.589408,0.013734,13.225934,58.008862
400,0,6.720825,13.691666,12.422665,1.062805,31.268225,0.282338,67.856838,7.831411,24.730422,16.697742,1.377471,0.021208,15.516373,66.281485
400,0,4.799658,12.140430,12.256412,2.867586,36.347812,0.283327,70.994659,9.684901,24.722669,18.232275,1.634726,0.013020,13.649916,68.285608
400,0,7.252039,24.260629,12.089961,0.610482,36.650144,1.023854,83.683318,11.643533,37.212126,15.673484,3.097324,0.082036,14.043757,81.865363
400,0,4.767893,12.165438,13.336614,1.634414,34.835289,0.277262,68.973427,8.731648,18.625382,22.078468,2.636567,0.014988,14.753202,66.946446
400,0,4.835533,13.060530,12.158847,1.323716,33.230916,0.275099,69.228697,10.437134,20.137569,18.501393,2.230023,0.019439,14.248027,65.740870
400,0,6.060154,14.143894,14.514559,2.839572,30.262881,0.290787,69.446502,9.232805,27.305224,13.278625,1.787225,0.018920,16.146322,67.911830
400,0,5.621227,14.227252,13.697928,0.807394,34.174637,0.276042,70.056403,7.472429,27.085593,15.214714,3.516221,0.018015,14.914645,68.329211
400,0,5.644786,13.603909,13.411204,0.495181,33.428556,0.351439,68.330411,10.231569,24.532171,15.390652,1.987190,0.019647,14.561698,66.827020
400,0,5.715409,14.135613,13.857356,0.728593,35.470235,0.284466,71.926785,7.131316,25.750599,19.590180,1.471940,0.221474,15.352589,69.627167
400,0,5.531266,13.909720,13.147800,0.697684,34.714523,0.276085,69.690676,9.081566,23.886438,18.337131,2.333173,0.017687,13.978261,67.736050
400,0,5.393779,14.233124,13.557115,0.783800,25.122722,0.283084,60.677271,5.722828,21.718382,14.235927,1.767120,0.015149,14.575355,58.132737
400,25,5.575885,13.578792,14.046415,0.765922,30.028995,0.300461,67.515620,8.177148,21.787648,17.868682,1.360087,0.014273,16.740725,66.637216
400,25,4.856197,12.175854,12.288754,2.684068,45.608131,0.318619,82.241261,8.579993,23.097249,30.835417,2.384018,0.017407,15.383968,80.930350
400,25,4.997178,12.094777,12.335978,1.172213,32.511711,0.322675,70.981895,8.299622,21.934707,16.254653,2.910421,0.013301,17.866860,68.676816
400,25,5.667523,12.122641,13.247394,1.099578,47.617510,0.300869,84.350382,10.333668,28.881496,15.376918,2.067374,0.019195,16.800056,73.976042
400,25,4.905227,12.254485,13.599233,2.480744,30.285742,0.300716,67.967031,7.577836,22.273928,17.731832,0.637153,0.017186,17.135665,66.566637
400,25,4.860962,12.197485,12.249179,0.817825,42.704406,0.298196,77.477676,10.342108,30.623123,15.531090,2.811790,0.022428,15.417400,75.216033
400,25,4.886486,12.430656,13.751559,1.053705,24.028525,0.301125,58.825811,7.193743,15.483964,15.985861,2.765740,0.009630,15.744633,57.509606
400,25,4.862876,12.193204,12.367281,1.427474,29.950575,0.299255,64.356214,8.177851,16.152743,20.924076,2.907942,0.012245,14.789582,63.134174
400,25,4.829264,12.239750,13.861427,2.538511,28.492422,0.299289,65.060825,6.920003,19.318606,17.818881,2.580957,0.017234,16.472050,63.243262
400,25,5.605404,13.841122,13.428043,0.670570,36.256035,0.364983,73.475890,9.882114,29.733429,13.983164,2.440761,0.164672,14.906596,72.031960
400,25,5.658167,14.823420,13.440494,1.319612,30.829088,0.314929,68.977445,8.502953,25.828176,14.592729,2.088578,0.019964,14.951861,66.643303
400,25,4.883498,12.274258,12.170102,2.034724,45.122557,0.298474,80.529322,12.703651,28.354112,20.344970,2.945357,0.021681,14.607525,79.129823
400,25,5.790883,13.730415,12.717106,0.561397,36.961056,0.298959,73.374579,9.342412,28.003773,15.975025,2.682920,0.015548,14.469284,70.706231
400,25,5.736670,14.041501,16.787737,0.746748,35.639213,0.401180,76.544186,8.011866,26.009829,18.486725,3.028016,0.016865,18.344621,74.478020
400,25,14.013843,18.748488,12.878102,0.948551,31.765985,0.298625,81.626574,10.324610,33.149178,17.650196,3.136331,0.011311,15.148923,79.913601
400,25,6.327363,13.191182,13.905346,0.650220,59.317549,0.299918,96.539921,15.353788,43.943359,16.501760,1.526179,0.022163,16.780335,94.930360
400,25,5.249032,14.094174,12.733984,0.708824,42.556827,0.478067,79.263037,8.723484,21.699307,15.237564,2.066155,0.020026,15.296582,63.893882
400,25,6.004322,13.340835,14.015919,0.601447,54.838765,0.298892,92.637699,12.127535,42.806007,17.284846,2.773370,0.018095,15.714393,91.384692
400,25,4.797034,12.235046,12.157119,3.006132,32.953004,0.299266,72.430102,8.743198,20.084009,20.771141,3.010247,0.009794,16.244984,69.506942
400,25,5.022273,12.385610,12.567847,2.322882,33.169911,1.904787,70.691004,11.695409,21.987649,14.591964,3.096424,0.020491,16.711358,69.058751
400,25,4.804979,12.086107,12.681612,1.645939,45.843944,0.299809,83.249730,10.392930,34.044351,14.714850,2.666128,0.197244,15.002309,79.052911
400,25,4.859642,12.401442,12.405204,1.862631,40.307741,0.300169,77.162341,8.680985,26.577241,17.882607,2.532740,0.023871,15.935883,72.762488
400,25,4.761629,12.181478,14.476058,1.586566,49.887418,0.299012,87.191332,9.645947,37.912946,17.068855,1.731503,0.023818,17.377064,85.175970
400,25,4.925798,12.409360,12.069102,3.646159,37.079217,0.299076,78.057486,7.801433,22.063144,23.381641,1.108859,0.014208,18.259872,73.738168
400,25,5.040826,15.986287,12.535067,0.810987,48.615154,0.319854,87.492691,11.552185,39.772886,15.641747,2.063201,0.024995,15.456360,85.387409
400,25,4.921446,12.575214,13.239831,3.619996,37.908826,0.739640,76.628363,9.920044,28.334049,18.022450,1.451622,0.025973,16.374724,74.609285
400,25,4.885786,12.178833,13.929477,1.802817,32.246920,0.300925,68.740822,9.179851,17.468540,20.875668,2.396141,0.014367,16.336134,67.029055
400,25,6.539245,14.949470,12.270345,1.009263,26.189931,0.309742,67.170755,9.356058,19.229399,15.974317,2.458118,0.010545,18.088809,65.229253
400,25,5.197893,13.141407,12.135096,1.531069,31.728107,0.307127,68.833017,8.710810,18.725045,17.576181,3.968598,0.011438,16.367883,65.860061
400,25,4.812867,12.133259,14.480673,1.202058,34.970452,0.301105,71.004765,9.681402,20.825597,18.429299,2.187653,0.023319,17.461043,69.056512
400,50,4.796146,12.137853,12.839785,1.942855,41.108753,0.307290,78.810004,11.017873,24.863630,18.344643,1.862222,0.022590,17.023746,74.208560
400,50,4.886946,12.151691,12.766527,0.499612,37.156422,1.461663,72.129236,8.975611,22.938775,19.315969,2.942972,0.091636,15.891699,70.361347
400,50,4.859270,12.067161,13.044272,1.941298,31.304212,0.306954,108.330175,7.086943,21.872760,17.453551,2.808023,0.013690,57.157344,106.555837
400,50,4.638761,11.719302,13.598563,1.964698,32.640481,0.295899,69.247015,8.115814,24.698920,13.264513,3.297639,0.011298,16.135370,66.350609
400,50,7.341885,12.028488,25.741429,0.962995,44.917001,0.299116,98.575833,8.470176,24.805734,17.526847,2.974299,0.021322,30.765262,87.080638
400,50,5.999876,14.447383,11.968214,0.458565,37.247138,0.293616,74.988734,10.372843,22.090474,15.381196,1.918512,0.017063,16.130251,66.750893
400,50,4.793812,12.007593,12.012827,2.043892,34.568605,0.315268,72.008936,7.263306,24.648847,13.418709,5.330271,0.026063,17.723342,69.591430
400,50,4.902305,12.179284,12.229539,1.845483,25.024362,0.298153,105.312998,8.156347,17.779831,13.664786,2.945941,0.018785,57.774460,103.622583
400,50,4.605010,11.890232,11.630056,2.247429,36.138667,0.297020,70.748702,10.180145,21.700529,13.144655,6.075336,0.022710,14.430070,66.713905
400,50,4.837981,11.688932,14.983596,1.895313,32.071573,0.291038,71.466698,6.702253,22.428051,13.366503,5.588545,0.026246,20.541765,69.433245
400,50,5.081790,14.173662,12.832256,1.891378,63.719914,0.298871,106.611939,10.143871,22.570590,46.880038,3.964773,0.015109,17.316070,104.652838
400,50,4.860175,11.729144,13.063511,1.570539,83.222087,0.278335,122.350870,10.539406,41.752332,45.245976,2.638426,0.021301,15.788433,119.920184
400,50,4.952911,12.924123,11.930031,3.480046,96.352291,0.351931,133.965436,18.902923,42.195606,51.486851,2.275022,0.028654,14.729240,131.097404
400,50,4.985245,12.635961,11.690180,0.460051,94.943223,0.306779,130.418607,16.651349,53.062175,39.616213,1.589375,0.023978,16.331901,128.324307
400,50,4.723523,13.382842,11.869737,1.033492,75.261274,0.325150,111.943606,11.911921,42.194059,36.022978,3.491273,0.025901,14.761154,109.966080
400,50,5.129004,13.311595,12.678614,0.539020,85.477475,0.268052,123.419482,13.853444,43.278860,40.901723,5.057165,0.024506,16.246782,120.986459
400,50,4.935509,12.042835,11.279408,0.442193,95.958644,0.266111,129.060945,14.689279,45.379752,49.115730,3.297739,0.023245,14.248308,127.670744
400,50,5.377641,12.266616,11.990343,0.491209,32.925562,0.332868,68.050412,6.735409,23.305009,12.739604,2.326545,0.017671,14.951024,60.913867
400,50,5.814928,12.971629,13.105080,0.506551,41.630617,0.285484,79.190265,10.842972,29.724520,17.003063,2.290601,0.018270,17.011189,77.603072
400,50,4.767361,13.319461,12.523312,0.476032,105.507599,0.287916,141.197557,17.164672,50.784545,51.811797,4.025445,0.023046,14.637464,139.446277
400,50,5.254695,12.671549,12.113134,0.449730,56.728731,0.511041,91.440595,9.966545,33.332691,29.443019,1.079773,0.015720,15.734245,89.790600
400,50,5.396153,12.845595,12.113527,0.470240,57.090316,0.280482,95.054592,12.131724,36.637390,22.355884,3.545855,0.021778,16.389283,92.602599
400,50,5.843840,13.354573,13.074811,0.618436,84.637338,0.279767,123.016289,16.358037,55.488325,29.370976,1.592379,0.027219,17.195447,121.286281
400,50,4.915396,15.305747,13.139661,0.328121,36.976565,0.291927,75.795890,9.545887,29.887468,15.044158,2.060398,0.020488,17.492803,74.777434
400,50,5.390142,11.754819,11.790110,1.646898,31.913055,0.290482,67.462168,5.603960,17.735286,13.651631,2.385653,0.018643,15.991817,55.540938
400,50,4.759633,16.260830,12.886556,0.475359,36.920586,0.290160,116.981787,6.556402,21.604825,15.030936,2.405519,0.016985,57.542558,104.192722
400,50,5.310417,12.962786,13.059445,0.456795,36.741225,0.351873,72.908992,10.712983,18.127827,14.594077,3.607940,0.017902,16.293931,63.755550
400,50,5.292557,14.116047,13.293149,0.503700,30.647186,0.328825,67.715686,9.248135,23.069172,13.833396,2.610109,0.079386,16.968852,66.220920
400,50,5.457892,14.119658,12.941752,1.185278,29.676939,0.392814,69.245196,9.717043,23.368444,13.797647,1.121434,0.019715,18.138540,67.264882
400,50,6.303278,15.042588,13.986931,0.646395,37.734109,0.323532,78.593539,9.251656,29.708483,16.107969,2.470186,0.022558,17.241345,76.253234
400,75,5.103477,13.045992,15.308418,0.485228,40.317234,0.297218,121.793351,10.148767,29.516591,16.611759,2.274386,0.018940,60.928376,120.257902
400,75,5.138362,13.472491,13.929357,0.794039,29.088450,0.295628,67.495690,10.120536,19.862616,15.497202,1.968021,0.018975,17.892889,66.215357
400,75,5.930023,13.435105,13.174632,0.766833,36.450305,0.297843,74.479376,9.836901,25.701772,17.591465,2.435802,0.016305,16.581540,72.376987
400,75,6.257338,14.145251,13.475057,1.222565,32.551006,0.297623,73.940269,11.200671,24.863808,13.854492,3.159512,0.018521,17.574236,72.103239
400,75,5.348650,13.835644,14.423439,1.068518,29.128141,0.301913,71.015273,8.887824,18.659716,19.334639,3.031812,0.021582,17.867063,69.584809
400,75,5.594241,14.446165,13.336631,1.981478,45.382518,0.364714,88.161358,12.893737,36.979936,14.733397,1.423955,0.018547,18.321173,86.114556
400,75,5.587943,16.548003,13.670711,0.578281,30.890377,0.363488,71.755349,8.101237,27.119353,15.220955,2.703410,0.012523,16.666553,70.098609
400,75,5.614870,14.345724,13.469407,0.779552,30.948190,0.308303,71.367806,7.469437,24.449923,15.472469,2.895966,0.015521,17.077141,69.350769
400,75,5.541022,14.498245,13.267553,0.698823,39.632058,0.303025,83.748335,7.707927,29.008197,18.499729,3.468992,0.020435,18.158743,79.188547
400,75,9.283817,26.648474,13.253545,0.593331,33.218083,0.298063,89.134741,16.623006,32.687944,15.347981,2.575194,0.017708,16.603741,85.389323
400,75,5.693281,14.299449,13.686012,0.537899,41.904350,0.305036,86.562297,8.587664,31.551597,18.604779,2.100350,0.018388,18.278629,84.400068
400,75,5.531710,14.017471,13.752110,0.543904,40.384901,0.570514,82.122342,8.699407,34.159654,14.381957,2.337125,0.017502,17.754463,80.630537
400,75,7.772328,14.061814,13.933568,0.632983,42.228431,0.305556,82.527683,13.341975,27.128378,17.620616,3.531221,0.017647,16.870205,79.422272
400,75,4.817914,12.194506,13.235632,1.251319,40.016382,0.297519,78.798297,9.717391,25.932571,17.469129,3.433761,0.016643,18.181795,76.572991
400,75,4.808502,12.084414,12.158096,1.386964,38.620070,0.317993,75.816633,8.215161,29.445339,16.607059,2.034079,0.020632,16.395796,74.490925
400,75,5.605292,12.666951,12.136708,1.865760,34.135144,0.299458,72.385904,8.451077,22.425618,19.928957,2.615653,0.012734,15.755691,70.916855
400,75,4.988281,12.336247,12.254129,2.670260,41.241372,0.301889,79.945662,10.336900,29.880761,17.015830,1.973615,0.020529,16.673048,77.544747
400,75,4.893611,12.277467,12.295624,1.951092,42.259485,0.309213,83.534031,10.533994,29.587769,17.486754,2.743246,0.018809,16.941583,80.935168
400,75,4.920789,12.075112,12.802638,2.622156,34.177230,0.303868,73.287515,6.061715,25.244581,14.878630,4.046071,0.013289,18.580181,70.277426
400,75,4.964651,14.803543,13.466664,0.523208,52.644511,0.366250,95.820827,9.741087,38.797366,15.407186,6.300844,0.026771,18.672418,93.288757
400,75,6.520594,17.487790,14.016633,0.806820,38.727843,0.318814,83.179455,10.970487,34.693097,14.187431,1.704550,0.016921,19.080798,80.871820
400,75,5.732662,14.268117,13.590069,0.496666,40.933208,0.361079,121.558829,8.034518,28.073536,17.348899,1.827550,4.022534,58.899512,119.258570
400,75,6.000275,13.498994,12.941552,0.949668,39.164282,0.426257,79.073067,10.121014,28.540329,11.900708,6.345178,0.025257,17.016130,76.240430
400,75,5.229596,13.163835,13.228515,1.499357,40.304400,0.353429,79.026810,7.948781,34.353258,15.586275,1.226844,0.021899,17.883877,78.065979
400,75,5.932288,13.842765,13.530544,0.523027,39.852756,0.300802,80.475884,8.762863,32.598468,15.963245,2.630000,0.020926,16.885880,79.192148
400,75,5.882653,13.157317,12.227122,0.499219,48.089868,0.301430,86.665365,8.505490,39.257084,15.607704,1.589173,0.018003,16.723951,83.416364
400,75,4.828842,12.209733,13.718318,2.195516,38.587568,0.301409,75.268342,7.908042,26.168964,19.564474,1.584462,0.016741,16.827702,72.418703
400,75,4.794139,11.847887,12.711288,1.367544,36.976575,0.298192,72.013281,9.505921,26.202798,15.033443,1.718704,0.014429,16.224361,69.059926
400,75,4.746261,11.953611,12.163103,1.517216,26.646100,0.298886,61.973172,7.079645,17.894801,16.317409,2.021922,0.013806,15.946718,60.039470
400,75,4.810457,14.377329,13.368000,2.668593,55.818215,0.307541,97.107447,11.392566,32.786903,19.591481,1.140514,0.020431,18.675188,84.077051
