dataset_size,overlap,alice_hash,alice_blind,alice_double_blind,alice_send,alice_recv,alice_intersection,alice_total,bob_hash,bob_blind,bob_double_blind,bob_send,bob_recv,bob_intersection,bob_total
200,50,2.642344,7.075735,6.555572,0.381462,35.052476,0.080090,56.969242,9.548819,21.954236,9.840515,2.277515,0.043722,10.029104,54.862205
200,50,2.562583,6.369511,5.876736,0.379126,51.044203,0.073559,70.228665,6.229496,30.293904,19.243365,4.066912,0.020823,7.387338,68.610183
200,50,2.688131,6.334317,5.689230,0.356079,46.773659,0.071861,66.342659,10.640663,19.435571,23.665027,1.971074,0.020314,7.965621,64.820515
200,50,2.455167,5.961328,7.732050,0.205784,50.406382,0.073716,70.865014,7.082272,19.813947,17.217974,2.136281,0.020530,10.602098,57.788484
200,50,2.155484,6.109987,8.128281,0.170376,62.959067,0.089152,98.942522,7.274568,26.470460,22.838554,4.622541,0.020147,13.587171,77.600365
200,50,3.544675,8.582430,5.768253,5.287930,48.428980,0.092268,78.449269,8.011956,27.902194,22.011696,0.948220,0.347867,10.739991,71.405666
200,50,2.954085,7.543635,5.143576,0.315438,61.908283,0.075788,85.320431,9.791163,29.329668,22.688779,2.718257,0.028667,6.839695,72.359291
200,50,7.784544,8.698103,7.901867,0.516922,47.454798,0.074206,75.746262,7.240132,30.353493,21.559741,3.139939,0.023315,9.164139,71.612467
200,50,2.283437,5.881968,6.847900,1.731482,53.392192,0.080750,78.859245,7.409789,26.984341,23.460243,1.884281,0.023525,9.477984,70.470155
200,50,2.393553,5.739458,5.322127,0.677883,24.388932,0.074434,45.707429,6.439374,16.171100,7.881537,0.631464,0.068532,8.793771,40.176618
200,50,2.326741,5.984137,5.281674,1.783066,43.147115,0.072886,62.538065,7.592115,26.433478,16.661834,1.743518,0.022349,7.492059,60.986291
200,50,2.069127,5.201299,5.358804,1.135401,30.356917,0.081865,48.465257,4.739986,20.267844,9.652461,3.709433,0.227211,6.584810,46.953086
200,50,2.600863,5.543619,5.110050,0.856183,46.375055,0.078866,64.991164,6.505717,23.315291,22.062653,2.366105,0.024038,8.804139,63.199110
200,50,2.252533,5.476953,5.685492,1.652207,38.695687,0.073708,58.369460,5.838377,22.688058,15.405019,1.992534,0.016145,9.332630,55.451969
200,50,3.588761,7.686174,7.961166,0.331685,21.886908,0.079719,45.007834,5.641894,16.946439,7.361339,2.925337,0.017143,9.924601,43.449693
200,50,2.571501,7.917726,5.949934,1.905881,33.371451,0.075146,55.680239,7.659127,14.920193,19.693556,3.116496,0.019804,7.270304,53.798768
200,50,3.754787,8.661636,9.034380,0.342920,46.553426,0.091394,71.335918,11.559382,21.602275,23.476105,2.129383,0.021434,11.129538,70.061217
200,50,2.544389,6.759158,6.703115,0.548723,41.267460,0.083335,63.518022,7.372650,22.612351,18.576845,2.081942,0.020743,10.095176,62.246492
200,50,3.235605,6.403697,6.123453,0.504352,67.263697,0.078212,87.965449,9.630069,31.351297,31.355939,4.432056,0.032645,7.350154,86.213358
200,50,3.163040,7.122807,6.248366,0.414379,61.586597,0.089913,82.910974,8.296986,31.156539,28.578017,3.014961,0.021106,9.574076,80.810196
200,50,3.059759,8.400066,6.959952,0.478474,52.346950,0.088374,75.050843,7.105494,28.196326,25.378789,2.440284,0.076054,9.896524,73.295019
200,50,2.775725,6.569844,5.609807,0.202112,58.883281,0.075417,78.875891,7.057940,22.403880,23.564914,2.779007,0.023667,7.278384,64.775974
200,50,2.678970,6.065042,5.874246,0.481758,39.418907,0.080359,58.400028,5.775700,26.366278,13.334985,2.673747,0.013826,7.609825,56.713499
200,50,2.816936,6.949760,5.982112,0.621417,47.592738,0.083925,67.560218,12.561153,20.330137,21.619357,2.698247,0.020026,8.541163,66.013176
200,50,2.206844,6.602332,8.206458,0.418072,25.111827,0.080732,45.236051,3.815023,16.630518,10.845434,1.526191,0.021922,10.054819,42.992049
200,50,3.395004,7.847366,5.855442,1.388203,34.312480,0.085023,98.087909,5.562239,17.176443,20.701517,3.149832,0.023428,49.513676,96.252262
200,50,2.716806,6.439611,5.504511,0.379843,42.465029,0.072858,61.686843,5.837785,21.288425,21.791041,2.288279,0.024432,7.082496,59.735730
200,50,2.544895,5.784559,5.595178,0.417583,50.551084,0.073223,69.662316,7.577373,26.392609,21.929039,3.136651,0.026823,7.240376,67.846291
200,50,2.224774,5.907761,5.682384,0.336226,53.236021,0.082813,71.322833,7.460375,27.385923,23.161229,2.594512,0.024396,8.208079,69.692829
200,50,2.558050,5.865150,6.120430,0.566617,46.296426,0.074937,64.688636,6.123308,25.394453,19.739285,3.059001,0.025249,8.321359,62.883010
200,75,2.480263,6.110191,5.166133,0.308602,45.880880,0.070669,63.565119,10.047505,18.133468,22.470374,2.307133,0.020902,7.569226,60.700893
200,75,2.069209,5.216402,5.092957,1.441961,47.865020,0.076477,67.129385,4.796518,26.917181,21.297705,2.843966,0.020529,6.852505,64.041977
200,75,2.044118,5.180624,5.153445,0.634463,35.035612,0.075554,51.941572,7.276406,15.057726,18.139960,0.618269,0.013818,9.026714,50.667757
200,75,2.065437,5.158462,5.085322,2.213476,24.824291,0.079620,43.698135,6.000035,16.169638,8.563800,2.205928,0.014364,8.586347,42.161991
200,75,2.548778,9.688752,5.277592,1.230986,59.295006,0.081274,83.498896,12.647464,30.049444,23.617729,3.099341,0.018848,8.200340,79.795703
200,75,2.256315,5.782967,5.623683,1.229494,49.010727,0.079159,68.840067,7.020603,29.535066,18.230546,1.790946,0.033191,8.670349,66.993572
200,75,2.231472,5.609765,12.819494,0.568324,58.698317,0.076364,89.586514,5.946651,32.049792,25.732244,1.629869,0.031705,22.146645,87.727486
200,75,2.204488,5.468900,5.665173,0.789093,15.303392,0.088574,34.294267,5.647210,8.971623,5.679525,1.290191,0.011713,9.267863,31.967605
200,75,2.388828,5.900778,5.239273,0.743916,44.481593,0.079017,62.429463,5.897827,29.749585,15.586461,0.593896,0.032184,8.119004,60.582002
200,75,2.252660,5.788011,5.608226,1.265482,25.032652,0.082442,46.091185,5.358277,19.412491,6.549057,1.017025,0.033391,9.585581,43.533593
200,75,2.137376,6.006514,5.111810,0.378065,46.816436,0.074913,65.660843,11.602258,24.336196,16.613065,1.798915,0.024484,7.783374,64.135905
200,75,2.023848,5.215446,5.144215,0.328729,49.504635,0.070511,66.180443,5.894406,28.352075,18.707607,3.059647,0.020406,6.549620,63.934305
200,75,2.039926,5.179499,7.343600,0.910592,41.800159,0.075248,62.044365,9.245068,24.257960,13.205902,2.458457,0.020661,8.922424,60.158856
200,75,4.309648,7.615059,7.212638,0.426168,50.623119,0.075896,75.917512,6.244417,18.039883,22.204759,2.428906,0.025612,10.353173,61.031419
200,75,3.503723,8.108845,6.570663,0.622737,56.964140,0.078418,81.069143,9.215741,34.674391,23.077443,1.918766,0.028710,10.551114,80.156103
200,75,3.938544,6.912789,6.341758,0.256006,44.610611,0.075096,64.843847,8.393962,23.161612,21.123543,2.644565,0.018812,7.624927,63.130560
200,75,2.699953,8.484415,5.144626,0.824232,42.701994,0.082376,65.427056,10.954862,21.157760,19.465866,2.612392,0.023311,7.852787,63.310157
200,75,2.201932,5.574172,5.174545,0.324874,42.846635,0.075045,63.462331,10.388520,22.395772,15.325336,2.125244,0.021900,7.471500,58.891733
200,75,2.211674,5.828397,5.554303,0.897337,34.193132,0.079595,53.281807,7.155474,26.783092,6.155952,1.985562,0.019831,8.208667,51.606895
200,75,2.139532,5.886150,6.048377,2.945028,57.888032,0.100814,83.163462,10.162470,29.189946,24.863927,3.195481,0.022095,12.445917,81.104766
200,75,2.362182,6.440995,6.465964,0.844569,50.026965,0.076191,69.937832,11.591895,22.659467,22.773827,2.671965,0.021408,8.783241,68.974904
200,75,2.951432,6.180384,5.846283,0.281216,18.781706,0.081635,38.489542,2.790066,8.805309,7.510105,1.909289,0.006830,9.056184,30.991648
200,75,2.428234,6.517412,5.806518,0.598169,18.588280,0.074955,40.718597,3.737542,8.936403,11.729943,1.631179,0.010939,9.904690,37.765439
200,75,4.096057,6.350542,5.947238,0.285993,48.077071,0.073471,68.932595,12.571006,26.463993,16.142153,2.032837,0.025942,8.652752,67.354462
200,75,2.575634,5.689101,5.970709,0.214271,27.675528,0.078584,45.635967,3.022183,8.913424,7.250891,2.588648,0.024888,7.450013,30.534987
200,75,2.489565,7.399157,5.857965,4.248985,16.094724,0.070206,40.059408,6.264042,15.387060,6.225348,1.058848,0.018190,8.719317,38.575400
200,75,2.719221,8.830412,5.323034,0.572417,18.891241,0.070519,41.671599,3.706499,15.459515,7.918891,2.821788,0.011723,6.975925,39.156784
200,75,2.399965,5.857528,5.411303,1.506491,29.857434,0.074367,49.471852,4.996806,26.171951,5.916993,1.547096,0.016264,7.884711,48.143531
200,75,2.161701,5.461029,5.530186,0.521096,25.315692,0.077355,42.383604,3.732369,18.464348,8.810052,1.278836,0.015887,7.771681,40.909346
200,75,2.245250,6.204000,5.755692,0.604733,21.570979,0.078286,40.237583,4.041726,16.213887,6.608841,2.605800,0.010915,7.380948,38.300375
300,0,3.522851,8.870609,9.043771,1.632694,39.101012,0.173347,64.086348,16.912781,18.514974,13.510470,2.942451,0.017358,9.640765,61.701267
300,0,3.541174,8.972239,11.007378,0.893651,26.185881,0.157032,54.622013,6.425071,16.943850,11.910709,2.207060,0.015410,14.803603,52.487403
300,0,3.650792,9.114974,9.671814,1.197018,35.892379,0.161114,61.317600,7.180099,25.858894,12.743804,2.807038,0.032471,10.785199,59.561505
300,0,3.710814,9.335134,10.110209,1.337889,42.948101,0.177966,70.479900,6.253093,26.266409,19.965949,3.235217,0.023019,12.031580,67.937058
300,0,3.774549,11.057720,10.633359,0.502702,25.353989,0.237807,52.839848,6.805573,13.241876,12.945163,5.269847,0.014247,12.321981,50.697660
300,0,9.427606,25.110453,9.622949,0.375545,24.823561,0.164727,71.689949,8.852007,33.905084,11.915216,2.575806,0.016593,11.396250,69.138143
300,0,3.715940,9.426584,10.455458,1.172808,33.694454,0.166417,61.155320,5.451929,20.305161,16.947051,4.781783,0.018987,10.798826,58.416331
300,0,3.775246,9.641884,9.663865,4.668750,65.753342,0.168665,96.024102,10.882738,37.995619,31.031474,3.256907,0.017116,10.936334,94.318253
300,0,4.029875,9.993035,9.730940,2.346438,32.479894,0.169238,60.652423,6.907377,18.092668,19.050453,3.466282,0.012638,10.934439,58.640747
300,0,3.818255,9.722842,9.691533,1.884072,28.017932,0.168471,55.362065,5.262191,13.821502,20.324607,3.132458,0.014157,10.861733,53.527004
300,0,3.795916,9.813726,9.616050,2.182952,24.825060,0.175646,51.935640,9.145793,16.277184,11.096829,2.355470,0.020665,10.428774,49.423679
300,0,3.756455,9.429735,9.444183,2.218809,31.010188,0.164062,58.727231,5.326975,20.038354,16.104064,2.780541,0.012215,10.226460,55.615282
300,0,3.805501,9.291713,9.537523,0.855189,37.627464,0.165120,63.771050,10.587091,23.203554,12.670710,3.454871,0.020337,10.643847,61.694928
300,0,3.717941,9.417091,9.973295,1.652373,43.167140,0.164604,69.837942,8.874563,27.538151,13.097926,4.173232,0.019868,12.578610,66.457984
300,0,3.705643,9.408656,10.453215,1.630220,31.696449,0.159982,59.537002,7.905761,18.974604,15.932897,2.210278,0.017876,12.475036,57.709353
300,0,3.602652,9.219655,10.924926,1.148723,26.391066,0.161600,53.054431,7.729056,16.765732,12.007358,2.240670,0.016431,12.268563,51.126168
300,0,5.631604,11.018457,10.550401,0.932331,29.318996,0.160705,59.878700,5.174632,15.597871,14.047154,2.119893,0.012967,11.375021,49.298563
300,0,4.378730,10.428209,9.917176,0.556012,34.246519,0.164418,62.112507,9.557057,23.566949,11.983580,2.600262,0.019251,11.361375,59.759386
300,0,4.613987,11.155146,10.319851,0.729798,30.964891,0.281131,63.741863,6.494941,21.711794,14.857729,2.579520,0.015557,12.008730,61.398087
300,0,3.968125,11.103223,10.527571,0.585410,38.010579,0.399895,65.879187,6.425513,31.730703,11.893564,1.851651,0.018701,12.247182,64.265073
300,0,4.177266,10.715148,10.222639,0.827987,30.374345,0.161140,58.206726,5.421410,20.796004,13.631653,3.530134,0.020199,13.036567,56.530271
300,0,4.111313,10.377458,10.345577,0.500527,30.814988,0.160382,58.279878,5.755715,20.873042,15.805041,2.746403,0.013267,10.734588,56.824875
300,0,4.280741,9.985587,10.143329,0.927686,31.812050,0.161902,59.367338,8.208304,17.306140,11.761921,7.876978,0.022704,12.932134,58.161515
300,0,5.023471,11.917834,9.775143,0.644588,92.346232,0.225399,121.901972,13.536710,50.813845,42.196405,0.399397,0.023709,12.386285,119.551442
300,0,4.258762,10.173930,9.718848,0.775683,70.017630,0.146964,98.765019,10.212462,37.907714,32.936482,2.433737,0.023109,11.008167,96.334909
300,0,4.106469,9.409057,11.298639,0.609934,76.562830,0.147082,105.384052,12.143487,43.348138,31.424579,2.794100,0.028561,12.873754,103.963387
300,0,4.145948,11.109820,9.348094,0.483622,81.914582,0.146306,110.862946,14.903074,38.765296,39.063765,3.973764,0.028510,10.882537,109.234617
300,0,4.069963,9.716812,9.201720,0.646122,89.005359,0.153456,115.004750,19.882011,37.142973,40.487241,1.630842,0.025198,10.876348,110.214634
300,0,3.983767,9.293809,9.056082,1.164851,64.882168,0.208582,90.791600,15.577690,29.255206,26.222278,2.619081,4.421582,10.487320,88.758633
300,0,3.909771,9.564239,9.366087,0.572037,45.883308,0.147271,71.031857,7.893356,31.197276,17.141056,2.977459,0.018363,9.931235,69.261204
300,25,3.935529,10.947614,9.421027,0.597477,43.697446,0.162835,71.865719,5.607695,14.696423,25.655435,2.181994,0.012178,11.175657,59.750005
300,25,3.941042,9.278274,9.611667,0.790270,30.543802,0.171002,57.665103,4.687456,13.108658,22.254415,4.140866,0.010279,11.213948,56.327715
300,25,4.504728,9.913840,10.079847,0.627891,63.226838,0.171348,93.166377,9.171321,23.050129,42.366265,2.728214,0.016076,12.051296,91.356820
300,25,4.066994,10.407859,9.417707,0.502491,56.722276,0.167237,83.885711,12.710201,42.230522,11.417927,4.159497,0.018301,11.018470,81.700048
300,25,4.082410,10.670289,8.759910,0.495918,72.783859,0.161594,99.985106,12.259513,34.996652,36.201511,2.018251,0.021902,12.184901,98.120193
300,25,3.816349,10.135529,9.420756,0.467397,37.520761,0.166894,65.146627,11.920514,23.005193,13.154048,2.311763,0.017909,11.953801,63.272562
300,25,3.809367,10.052844,10.213059,0.697947,37.121784,0.232006,68.711770,9.559085,25.875731,12.253218,2.536222,0.019659,11.905493,67.072886
300,25,3.864182,10.372163,9.883854,0.486069,34.562854,0.169143,64.234430,9.084204,23.533453,10.299856,2.974228,0.020096,12.081225,60.623538
300,25,4.074722,9.992823,10.156750,1.146232,35.144688,0.172673,64.452191,6.815481,27.652216,11.177562,3.025172,0.019925,12.050588,61.660311
300,25,3.931131,10.403899,9.979505,0.568819,39.099785,0.173796,67.622809,9.209220,29.748187,12.353045,1.083938,0.025023,12.430706,65.855892
300,25,4.376194,10.695807,10.246501,0.743711,30.875913,0.266028,59.713379,5.345026,14.531602,13.102170,3.493791,0.014394,12.293155,49.124495
300,25,4.314565,11.577058,10.388820,1.079176,27.127337,0.175177,58.286914,7.335714,19.730247,12.611623,4.053918,0.019970,11.833421,56.539246
300,25,4.125940,10.704766,9.942466,0.613489,30.201685,0.177231,58.753954,7.205176,22.796389,11.257168,3.087563,0.020664,12.227160,56.944537
300,25,4.433843,11.422285,10.256369,0.639461,27.881980,0.173636,57.848823,6.485718,20.349180,12.598827,4.650984,0.016270,11.745807,56.191121
300,25,4.384537,10.228984,10.231314,0.574906,29.953475,0.198193,57.640813,8.270226,22.421172,10.879569,3.024947,0.024834,11.058151,56.190963
300,25,4.927842,10.228547,10.138861,0.886410,27.479968,0.253819,56.886682,7.179539,17.640387,14.612855,1.660045,0.014371,13.359641,54.904821
300,25,4.132547,12.018500,10.762764,0.707015,21.455233,0.174857,52.925711,6.052975,16.566666,9.955375,1.129885,1.957766,14.131108,51.317889
300,25,3.706786,9.384298,9.416426,3.437259,33.556132,0.174573,62.883868,6.592394,27.074656,9.871780,4.113467,0.033092,12.641333,60.780972
300,25,3.712665,9.390060,10.662433,2.674694,35.794967,0.175500,65.304163,5.826342,20.879135,16.865666,5.573339,0.022271,12.813600,62.336096
300,25,4.044788,12.081543,10.725730,0.883661,28.012145,0.176676,59.028273,7.082589,18.248078,11.723617,1.919704,4.173084,13.143349,57.204879
300,25,4.220536,10.548134,10.095414,0.587307,46.368840,0.254707,74.760003,6.996375,33.661978,14.737313,3.020107,0.024313,12.691178,71.503200
300,25,4.505502,10.561058,15.345029,0.609538,40.236880,0.172863,74.110625,6.547038,26.205651,16.195148,3.077607,1.356324,18.436340,72.443021
300,25,4.321737,10.121138,10.002058,0.926432,28.622043,0.171854,57.123782,6.575925,20.134329,10.747904,4.560059,0.027876,12.785715,55.175447
300,25,4.523929,11.926351,10.711963,0.819464,31.622252,0.200904,66.040651,7.425258,26.162129,11.462274,2.948127,0.018089,12.387169,63.404066
300,25,4.643560,10.117765,10.795238,1.103434,60.008677,0.178826,93.796986,8.834214,28.463543,17.474682,4.763454,0.017932,28.376042,89.330698
300,25,4.686249,10.251948,10.221966,0.637088,106.456506,0.177507,136.897560,14.566010,55.131648,44.058433,4.353593,0.024002,12.474056,131.595681
300,25,3.916854,10.991168,10.658561,0.623166,54.444612,0.171200,85.884370,10.037816,32.454239,22.912754,3.634322,0.018975,13.125634,83.835895
300,25,4.548006,10.433255,9.410686,0.574401,84.269395,0.205166,112.591014,11.067774,45.276934,40.089219,2.098881,0.025758,12.192433,111.006408
300,25,4.119840,9.713424,9.713741,0.449775,34.720118,0.166292,61.156234,5.098292,16.166869,23.065385,3.100553,0.012192,11.425362,58.978640
300,25,3.783081,10.480775,9.627630,0.668189,62.152484,0.158410,90.605650,7.364615,28.065531,37.522442,3.320183,0.021471,11.601292,88.900399
300,50,3.370062,8.533335,8.290063,0.409961,60.886032,0.162233,85.940079,13.388773,31.066807,24.086226,3.255900,0.016010,11.080017,84.133392
300,50,3.349954,8.472019,8.946269,1.411152,52.621656,0.166244,78.998336,10.025107,32.616484,18.993410,3.268513,0.018401,12.319683,77.699477
300,50,3.399058,8.537156,8.511914,1.110081,31.259608,0.169242,56.542920,5.762446,20.316890,14.113253,2.657589,0.014429,11.298336,54.324272
300,50,3.428142,8.750461,8.792954,1.453039,30.190533,0.172326,57.729883,6.613355,21.626489,10.876817,2.537496,0.015975,13.842430,55.715479
300,50,3.620034,8.746024,9.163161,2.018775,34.434688,0.174794,62.763489,7.155315,21.748108,12.905418,6.165432,0.019181,12.057909,61.185102
300,50,3.624982,9.045447,9.924153,1.615597,35.901347,0.181112,65.491572,8.611490,24.589686,12.845222,3.116322,0.025811,12.855108,63.948392
300,50,3.710686,9.268940,10.097943,1.172589,44.234717,0.182021,72.870769,10.154845,31.726582,12.275404,2.933863,0.023194,13.099911,71.298990
300,50,3.761400,9.465206,13.877383,2.121832,29.160859,0.177801,63.511615,5.600303,21.831943,12.542364,3.213810,0.014612,16.992373,61.389675
300,50,4.141663,11.396460,10.410635,0.635088,26.001828,0.179216,57.321569,5.611948,21.594436,12.123806,2.553849,0.019085,13.406929,56.126360
300,50,6.532662,10.584942,9.882309,0.495100,29.577488,0.417760,62.867359,8.146303,22.375880,13.392688,3.420882,0.013314,13.188877,61.805095
300,50,4.380849,10.808731,10.177466,0.950135,33.423242,0.179544,64.796177,11.100087,22.034562,13.503997,1.683096,0.023890,14.313041,63.025975
300,50,4.080847,10.925633,11.102208,0.490627,30.350026,0.179378,59.879099,7.711908,21.264486,13.088625,3.413175,0.017115,13.079257,58.753430
300,50,4.169312,10.525739,10.216472,0.582118,27.589715,0.241670,99.225073,5.168619,16.215615,10.679412,1.741604,0.085668,54.676067,89.452371
300,50,4.484537,9.959595,11.343204,0.688659,39.267171,0.168855,71.744913,13.380519,26.900562,11.209882,0.549473,0.011564,15.161306,69.975048
300,50,4.777664,10.308720,9.764447,0.636935,25.842409,0.302205,97.912482,10.539672,14.968475,12.620460,0.932361,0.021408,56.681918,95.935208
300,50,3.834512,10.092214,9.504441,0.447951,32.690876,0.168219,101.589642,5.832178,22.416805,10.894708,6.032396,0.018706,52.949666,99.155203
300,50,4.235435,9.700956,13.194774,0.544723,26.357471,0.185635,56.302557,4.755501,18.468652,13.602077,1.777476,0.018064,15.421934,54.166330
300,50,4.426277,11.086683,8.695275,0.196399,19.636955,0.169220,50.847465,4.841495,15.954953,10.316091,0.190437,0.012001,13.259937,45.629404
300,50,3.755259,9.858230,9.020772,1.674420,21.342287,0.175989,49.294482,5.161708,15.635921,12.201896,1.551633,0.017234,12.826290,47.518565
300,50,3.619517,11.929433,9.311968,1.366827,24.359326,0.186663,97.841227,8.487614,18.540214,10.965912,2.167400,0.015613,54.494488,95.827876
300,50,3.455562,8.820566,9.181072,2.388072,16.673291,0.170176,44.519463,3.766828,14.295577,10.167201,1.873396,0.009737,12.716523,43.014851
300,50,3.576160,8.982376,9.004216,1.887755,24.893148,0.175612,51.904519,5.861427,15.677611,14.191506,2.268012,0.012366,11.342492,49.554590
300,50,3.570063,11.168564,8.926533,2.180510,26.731549,0.173960,57.404940,8.128552,18.396391,13.407177,2.480240,0.014580,12.117091,55.381097
300,50,7.421983,11.497090,10.833187,0.759045,22.962829,0.180092,58.334677,7.166626,20.429156,11.704165,2.325073,0.012406,12.886638,56.440182
300,50,4.186765,10.824825,10.995114,0.785174,30.206714,0.177713,60.087633,6.184519,21.961555,13.811771,2.951421,0.015129,13.085885,58.224069
300,50,4.417236,10.108830,10.344592,1.391764,29.947166,0.175911,59.875445,11.277113,19.890023,11.316023,2.487551,0.023648,12.929387,58.312668
300,50,5.282431,9.928403,10.426496,0.600127,29.887275,0.176903,58.794821,6.872080,23.559101,11.183172,2.635613,0.015979,11.952596,56.813563
300,50,4.859447,10.321579,10.400892,0.775313,26.313208,0.241075,57.673472,6.914911,21.995045,10.855275,2.471664,0.019526,12.595767,56.567857
300,50,5.189374,11.545042,9.317465,0.830393,23.259781,0.193673,95.118125,5.629827,19.921875,11.614609,3.059659,0.014769,52.538738,93.702897
300,50,3.543252,9.508444,8.930663,1.641511,28.368094,0.175234,57.217750,7.854605,19.590896,12.542472,0.955295,0.016511,13.951023,55.364065
300,75,3.535857,8.937376,8.911790,1.279471,24.988966,0.186139,56.223753,6.762485,16.563796,11.490689,3.163692,0.011323,12.100439,51.148966
300,75,4.215587,12.325678,10.183356,1.297834,25.852223,0.181911,60.848224,8.559663,19.684377,11.608843,2.374142,0.017948,13.440350,58.469393
300,75,5.862278,10.478719,10.074252,2.715965,65.235004,0.229883,99.691930,7.699048,29.373945,42.181172,4.658676,0.021485,12.318334,97.513351
300,75,4.093517,10.234915,9.646742,0.473145,42.687139,0.171717,76.903887,9.687136,24.635442,15.442453,3.778676,0.020700,12.389610,72.224971
300,75,3.960800,9.590256,9.262683,0.591032,75.566514,0.218150,109.044860,10.253640,40.553876,31.350891,5.418813,0.033958,17.565216,107.181571
300,75,4.243824,9.707660,8.829654,0.473959,68.088993,0.162415,98.331581,15.823291,27.886707,33.960130,3.260937,0.025095,11.568666,95.592717
300,75,3.820949,10.254665,9.186947,0.884319,76.754994,0.171294,105.819596,12.313498,47.217941,28.309876,1.296186,0.054530,12.440923,102.722582
300,75,3.807128,10.554005,9.853038,0.519837,46.804558,0.163843,75.525194,10.090885,33.242788,10.397435,0.509527,0.021058,13.575641,68.447458
300,75,4.068407,10.088620,10.052125,0.599419,34.644037,0.234874,64.049376,7.456837,23.449780,14.575871,3.518496,0.020113,12.491989,62.461058
300,75,5.000713,10.097875,9.800683,1.523348,35.683793,0.171165,67.964213,9.963240,24.112663,15.120603,2.581168,0.016905,13.510323,66.697385
300,75,4.758644,9.429821,10.082920,1.433570,41.106207,0.173613,73.980110,8.723205,30.687506,13.654243,3.107849,0.022445,13.684868,72.866721
300,75,3.875030,10.476517,10.546749,0.767619,37.711885,0.175672,68.000470,9.379851,29.805673,10.915020,0.663758,0.019094,14.532895,66.112575
300,75,4.200690,10.454294,10.017477,0.443566,32.367716,0.176661,62.426478,7.480703,15.712092,11.177169,1.968143,0.019474,13.046825,50.644846
300,75,4.439369,10.512793,11.766799,1.010995,22.569015,0.173137,58.600300,5.369862,18.497411,9.531337,3.656471,0.013210,16.203248,56.518775
300,75,4.341294,13.175687,9.800968,0.537007,29.881331,0.174758,64.380668,6.308412,26.721725,10.620370,2.893543,0.018974,13.469568,62.500953
300,75,4.507339,11.233668,10.982353,0.997877,34.211150,0.177157,66.718117,8.725980,27.846952,10.846362,2.495490,0.018046,13.583388,64.666833
300,75,4.144173,10.633592,10.051083,0.594216,29.248170,0.174595,61.011867,6.552794,20.479246,14.579915,2.121695,0.017536,14.672294,59.557902
300,75,4.552401,11.710922,9.795893,0.700594,32.632830,0.176748,62.732830,7.782334,22.550480,14.140285,3.178593,0.020767,12.472566,60.515822
300,75,3.656983,9.108258,9.589328,5.827349,39.113620,1.431248,71.850733,9.580437,31.809468,12.369595,2.674624,0.021418,13.124240,69.814514
300,75,3.616866,9.133974,9.206073,1.789784,24.479842,0.175382,53.821180,6.158509,16.777379,12.110316,1.872514,0.014798,13.080350,51.454059
300,75,5.095605,9.582971,9.211112,0.608235,22.672854,0.175837,52.272579,5.388459,15.571594,14.009965,1.474611,0.014872,13.555485,50.255842
300,75,3.775872,10.445499,9.238466,5.499631,25.885400,0.174481,59.123491,6.723750,23.536405,12.063368,2.176521,0.019280,12.842900,57.720818
300,75,3.622488,9.103154,9.170403,1.198835,27.928830,0.177035,54.766911,6.606183,15.604879,16.131675,2.232241,0.011193,11.788803,52.607634
300,75,3.696809,9.242321,9.136764,2.164423,30.939413,0.175801,59.440159,7.856132,23.970026,10.322715,2.342543,0.018592,12.006826,57.576584
300,75,3.597344,9.180225,9.607519,1.075764,57.632340,0.177425,87.657368,7.888995,28.540515,31.544204,2.991338,0.026489,13.460286,86.299806
300,75,3.673524,9.156753,8.861754,1.403524,76.430861,0.180274,105.088714,14.374496,40.194051,30.424074,4.531881,0.023443,11.665533,103.467275
300,75,3.470971,8.628937,8.509905,1.647243,77.631547,0.164150,107.627163,12.925572,35.333439,39.301781,2.641314,0.023306,14.414653,106.070410
300,75,4.133041,10.362102,9.468188,0.560832,59.019127,0.169901,89.179614,6.941963,27.830809,33.197901,4.342397,0.017049,12.349980,86.455419
300,75,4.624056,9.851137,9.956064,0.706425,35.336618,0.171597,65.191634,7.709243,27.430856,10.414184,4.338252,0.019575,12.412510,63.563788
300,75,4.397792,9.968878,24.098166,0.464449,23.619589,0.178910,67.774767,6.443159,15.666576,10.006507,3.517288,0.014816,29.639759,66.332589
400,0,4.743964,11.907367,13.907553,2.522245,32.737222,0.351692,67.953099,9.273584,23.322898,14.099001,3.491237,0.019839,15.622341,65.935709
400,0,6.773181,14.342107,13.387937,0.584500,44.493946,0.412116,81.765157,13.098971,31.328124,17.962105,3.277444,0.020823,14.027012,80.026351
400,0,6.181664,14.003074,13.037555,0.995380,40.624706,0.290557,76.686952,9.058986,24.263356,24.206130,2.763723,0.017645,14.202648,74.620195
400,0,5.292805,15.051832,17.170565,0.587790,32.198838,0.283859,72.083762,9.552122,20.095990,20.615353,1.897916,0.014062,17.689499,69.978704
400,0,6.522078,14.884719,13.753868,0.942578,35.600009,0.282123,73.906834,9.880865,30.564546,15.340105,0.739024,0.014444,15.387051,72.579810
400,0,5.414376,14.040101,14.128376,1.053816,42.551027,0.357972,79.959997,11.444813,33.018537,15.603294,1.495979,0.022483,16.484436,78.249539
400,0,5.867322,15.209375,13.344116,0.691556,33.696776,0.282246,70.506318,8.752188,23.922061,20.142413,0.590399,0.019291,15.200351,68.730126
